what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838100562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838103515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838106703
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1228838118453
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1228838119796
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838123859
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1228838131343
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1228838131359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838132718
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1228838133531
started,bundle,org.eclipse.wst.sse.ui,1.1.2.v200809120159,org.eclipse.wst.sse.ui,1228838133968
started,bundle,org.eclipse.wst.html.ui,1.0.301.v200809120137,org.eclipse.wst.html.ui,1228838134015
started,bundle,org.eclipse.jst.jsp.core,1.2.110.v200809120122,org.eclipse.jst.jsp.core,1228838134734
started,bundle,org.eclipse.wst.wsdl.validation,1.1.302.v200807240215,org.eclipse.wst.wsdl.validation,1228838135203
started,bundle,org.eclipse.wst.xsd.core,1.1.301.v200807240448,org.eclipse.wst.xsd.core,1228838135343
started,bundle,org.eclipse.wst.wsi.ui,1.0.400.v200805140300,org.eclipse.wst.wsi.ui,1228838137250
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1228838138046
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228838138578
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228838139125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838139250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838139296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838139312
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1228838139968
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838140984
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228838152250
