what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759039812
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228759051890
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1228759120218
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759129359
started,bundle,org.eclipse.pde.core,3.4.0.v20080903-1700,org.eclipse.pde.core,1228759146421
started,bundle,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.ui,1228759146687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759150625
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.rename.element,1228759150671
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759152031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759155046
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228759156734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759157437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759159125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759160015
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759294500
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1228759297531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759302562
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228759312171
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.rename.element,1228759312218
activated,view,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui.ServersView,1228759315718
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1228759319171
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228759319500
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1228759328609
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228759328984
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228759329156
