what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228753774531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228753786796
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228754510250
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1228754515296
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228754515546
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228754515640
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1228754519250
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1228754520640
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228754521656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755051796
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755083031
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228755085015
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1228755090687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755090906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755092078
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228755092093
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755093937
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755113046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1228755118968
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228755120921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1228755126281
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1228755127343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1228755129515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755140031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1228755141203
